date,pid,race,lane,startCourse,class,age,avgST_rc,ec_avgST,flying,late,ss_starts,ss_first,ss_second,ss_third,ms_winRate,ms_top2Rate,ms_top3Rate,win_k,lose_k,d_avgST_rc,d_age,d_class,rank_avgST,rank_age,rank_class,mean_avgST_rc,mean_age,mean_class,rank,win,st,decision
20250810,15,1R,1,1,3,60,0.16,0.19,1,0,10,4,0,1,40.0,40.0,50.0,4,4,0.0,20,0,1,6,1,0.1833333333333333,36.66666666666666,3.1666666666666665,5,0,0.26,まくり
20250810,15,1R,2,2,3,23,0.19,0.21,0,0,18,0,3,4,0.0,16.6,38.8,0,4,0.03,-17,0,4,1,2,0.1833333333333333,36.66666666666666,3.1666666666666665,3,0,0.27,まくり
20250810,15,1R,3,3,3,23,0.18,0.15,0,0,22,6,3,4,27.2,40.9,59.0,6,1,0.0199999999999999,-17,0,3,2,3,0.1833333333333333,36.66666666666666,3.1666666666666665,1,1,0.24,まくり
20250810,15,1R,4,4,3,24,0.17,0.14,0,0,18,2,1,0,11.1,16.6,16.6,2,4,0.01,-16,0,2,3,4,0.1833333333333333,36.66666666666666,3.1666666666666665,2,0,0.21,まくり
20250810,15,1R,5,5,4,36,0.21,0.24,1,0,17,1,1,3,5.8,11.7,29.4,1,2,0.0499999999999999,-4,1,6,4,6,0.1833333333333333,36.66666666666666,3.1666666666666665,4,0,0.28,まくり
20250810,15,1R,6,6,3,54,0.19,0.23,0,0,20,0,0,3,0.0,0.0,15.0,0,7,0.03,14,0,5,5,5,0.1833333333333333,36.66666666666666,3.1666666666666665,6,0,0.29,まくり
20250810,15,2R,1,1,3,54,0.16,0.15,0,0,23,9,8,4,39.1,73.9,91.3,9,2,0.0,14,0,1,5,2,0.175,43.0,2.833333333333333,2,0,0.17,差し
20250810,15,2R,2,2,3,40,0.18,0.2,0,0,16,5,1,5,31.2,37.5,68.7,5,2,0.0199999999999999,0,0,3,3,3,0.175,43.0,2.833333333333333,1,1,0.18,差し
20250810,15,2R,3,3,3,45,0.18,0.19,0,0,24,2,4,8,8.3,25.0,58.3,2,1,0.0199999999999999,5,0,4,4,4,0.175,43.0,2.833333333333333,6,0,0.16,差し
20250810,15,2R,4,4,3,39,0.19,0.19,0,0,27,1,3,7,3.7,14.8,40.7,1,4,0.03,-1,0,6,2,5,0.175,43.0,2.833333333333333,3,0,0.14,差し
20250810,15,2R,5,5,2,23,0.16,0.14,0,0,20,1,1,5,5.0,10.0,35.0,1,2,0.0,-17,-1,2,1,1,0.175,43.0,2.833333333333333,4,0,0.15,差し
20250810,15,2R,6,6,3,57,0.18,0.21,0,0,15,0,0,0,0.0,0.0,0.0,0,2,0.0199999999999999,17,0,5,6,6,0.175,43.0,2.833333333333333,5,0,0.2,差し
20250810,15,3R,1,1,3,51,0.2,0.16,0,0,25,13,6,2,52.0,76.0,84.0,13,7,0.04,11,0,6,6,3,0.1716666666666666,36.66666666666666,2.5,1,1,0.07,逃げ
20250810,15,3R,2,2,3,23,0.17,0.15,0,0,19,0,5,3,0.0,26.3,42.1,0,2,0.01,-17,0,3,1,4,0.1716666666666666,36.66666666666666,2.5,2,0,0.11,逃げ
20250810,15,3R,3,3,3,37,0.14,0.14,0,0,12,2,3,2,16.6,41.6,58.3,2,2,-0.0199999999999999,-3,0,1,4,5,0.1716666666666666,36.66666666666666,2.5,4,0,0.08,逃げ
20250810,15,3R,4,4,2,32,0.17,0.16,1,0,19,3,2,3,15.7,26.3,42.1,3,3,0.01,-8,-1,4,2,2,0.1716666666666666,36.66666666666666,2.5,6,0,0.09,逃げ
20250810,15,3R,5,5,3,33,0.19,0.18,0,0,24,2,0,8,8.3,8.3,41.6,2,6,0.03,-7,0,5,3,6,0.1716666666666666,36.66666666666666,2.5,3,0,0.07,逃げ
20250810,15,3R,6,6,1,44,0.16,0.16,0,0,9,0,1,2,0.0,11.1,33.3,0,2,0.0,4,-2,2,5,1,0.1716666666666666,36.66666666666666,2.5,5,0,0.11,逃げ
20250810,15,4R,1,1,3,54,0.22,0.23,0,0,14,5,1,6,35.7,42.8,85.7,5,6,0.06,14,0,5,6,3,0.1816666666666666,33.333333333333336,2.5,1,1,0.21,逃げ
20250810,15,4R,2,2,3,22,0.15,0.17,0,0,14,2,3,3,14.2,35.7,57.1,2,2,-0.01,-18,0,1,1,4,0.1816666666666666,33.333333333333336,2.5,6,0,0.17,逃げ
20250810,15,4R,3,3,1,26,0.16,0.14,0,0,23,9,3,4,39.1,52.1,69.5,9,1,0.0,-14,-2,3,2,1,0.1816666666666666,33.333333333333336,2.5,3,0,0.07,逃げ
20250810,15,4R,4,4,3,29,0.15,0.14,1,0,21,1,6,4,4.7,33.3,52.3,1,4,-0.01,-11,0,2,3,5,0.1816666666666666,33.333333333333336,2.5,2,0,0.13,逃げ
20250810,15,4R,5,5,3,29,0.25,0.24,0,0,13,0,0,1,0.0,0.0,7.6,0,3,0.09,-11,0,6,4,6,0.1816666666666666,33.333333333333336,2.5,5,0,0.22,逃げ
20250810,15,4R,6,6,2,40,0.16,0.21,0,0,21,0,3,1,0.0,14.2,19.0,0,3,0.0,0,-1,4,5,2,0.1816666666666666,33.333333333333336,2.5,4,0,0.21,逃げ
20250810,15,5R,1,1,3,58,0.16,0.15,0,0,19,5,4,5,26.3,47.3,73.6,5,6,0.0,18,0,3,6,3,0.1683333333333333,36.0,2.5,6,0,0.25,まくり差し
20250810,15,5R,2,2,3,24,0.17,0.14,0,0,22,0,2,7,0.0,9.0,40.9,0,2,0.01,-16,0,4,2,4,0.1683333333333333,36.0,2.5,2,0,0.21,まくり差し
20250810,15,5R,3,3,3,43,0.22,0.19,0,0,10,1,4,2,10.0,50.0,70.0,1,0,0.06,3,0,6,5,5,0.1683333333333333,36.0,2.5,1,1,0.19,まくり差し
20250810,15,5R,4,4,2,22,0.17,0.16,0,0,19,2,4,3,10.5,31.5,47.3,2,2,0.01,-18,-1,5,1,2,0.1683333333333333,36.0,2.5,4,0,0.13,まくり差し
20250810,15,5R,5,5,3,42,0.15,0.12,0,0,19,0,1,1,0.0,5.2,10.5,0,3,-0.01,2,0,2,4,6,0.1683333333333333,36.0,2.5,5,0,0.11,まくり差し
20250810,15,5R,6,6,1,27,0.14,0.15,0,0,21,2,3,4,9.5,23.8,42.8,2,2,-0.0199999999999999,-13,-2,1,3,1,0.1683333333333333,36.0,2.5,3,0,0.14,まくり差し
20250810,15,6R,1,1,2,23,0.17,0.16,0,0,17,11,3,1,64.7,82.3,88.2,11,4,0.01,-17,-1,4,2,2,0.158,25.0,2.833333333333333,1,1,0.13,逃げ
20250810,15,6R,2,2,3,23,0.18,0.18,0,0,19,3,4,4,15.7,36.8,57.8,3,1,0.0199999999999999,-17,0,5,3,3,0.158,25.0,2.833333333333333,2,0,0.08,逃げ
20250810,15,6R,3,3,1,31,0.12,0.12,0,0,18,6,4,3,33.3,55.5,72.2,6,2,-0.04,-9,-2,1,6,1,0.158,25.0,2.833333333333333,3,0,0.05,逃げ
20250810,15,6R,4,4,3,29,0.16,0.14,0,0,14,2,3,1,14.2,35.7,42.8,2,1,0.0,-11,0,2,5,4,0.158,25.0,2.833333333333333,5,0,0.2,逃げ
20250810,15,6R,5,5,4,24,0.16,0.13,0,0,16,1,0,2,6.2,6.2,18.7,1,3,0.0,-16,1,3,4,5,0.158,25.0,2.833333333333333,4,0,0.07,逃げ
20250810,15,6R,6,6,4,20,,0.23,1,0,30,0,0,0,0.0,0.0,0.0,0,3,0.0,-20,1,6,1,6,0.158,25.0,2.833333333333333,6,0,0.08,逃げ
20250810,15,7R,1,1,1,41,0.16,0.15,0,0,22,17,4,1,77.2,95.4,100.0,17,1,0.0,1,-2,1,4,1,0.175,35.666666666666664,2.5,1,1,0.22,逃げ
20250810,15,7R,2,2,3,33,0.19,0.21,0,0,22,1,5,5,4.5,27.2,50.0,1,4,0.03,-7,0,5,3,3,0.175,35.666666666666664,2.5,2,0,0.18,逃げ
20250810,15,7R,3,3,3,42,0.17,0.17,0,0,24,2,2,5,8.3,16.6,37.5,2,4,0.01,2,0,3,5,4,0.175,35.666666666666664,2.5,3,0,0.19,逃げ
20250810,15,7R,4,4,3,54,0.16,0.15,0,0,23,3,3,7,13.0,26.0,56.5,3,4,0.0,14,0,2,6,5,0.175,35.666666666666664,2.5,4,0,0.17,逃げ
20250810,15,7R,5,5,3,23,0.19,0.18,0,0,13,0,1,5,0.0,7.6,46.1,0,1,0.03,-17,0,6,2,6,0.175,35.666666666666664,2.5,5,0,0.13,逃げ
20250810,15,7R,6,6,2,21,0.18,0.16,1,0,19,0,2,5,0.0,10.5,36.8,0,2,0.0199999999999999,-19,-1,4,1,2,0.175,35.666666666666664,2.5,6,0,0.09,逃げ
20250810,15,8R,1,1,1,34,0.14,0.16,0,0,27,21,3,3,77.7,88.8,100.0,21,1,-0.0199999999999999,-6,-2,1,4,1,0.1783333333333333,34.833333333333336,2.5,1,1,0.11,逃げ
20250810,15,8R,2,2,2,23,0.16,0.15,0,0,29,7,10,4,24.1,58.6,72.4,7,2,0.0,-17,-1,2,1,2,0.1783333333333333,34.833333333333336,2.5,6,0,0.16,逃げ
20250810,15,8R,3,3,3,51,0.2,0.17,0,0,19,3,3,4,15.7,31.5,52.6,3,5,0.04,11,0,5,6,3,0.1783333333333333,34.833333333333336,2.5,4,0,0.17,逃げ
20250810,15,8R,4,4,3,27,0.19,0.17,1,0,8,0,0,3,0.0,0.0,37.5,0,0,0.03,-13,0,4,3,4,0.1783333333333333,34.833333333333336,2.5,3,0,0.15,逃げ
20250810,15,8R,5,5,3,24,0.17,0.16,0,0,13,1,1,0,7.6,15.3,15.3,1,3,0.01,-16,0,3,2,5,0.1783333333333333,34.833333333333336,2.5,2,0,0.07,逃げ
20250810,15,8R,6,6,3,50,0.21,0.23,0,0,15,0,1,1,0.0,6.6,13.3,0,2,0.0499999999999999,10,0,6,5,6,0.1783333333333333,34.833333333333336,2.5,5,0,0.21,逃げ
20250810,15,9R,1,1,2,45,0.17,0.15,0,0,24,17,5,1,70.8,91.6,95.8,17,1,0.01,5,-1,3,5,1,0.1716666666666666,38.66666666666666,2.5,1,1,0.14,逃げ
20250810,15,9R,2,2,3,39,0.19,0.18,0,0,22,0,7,4,0.0,31.8,50.0,0,4,0.03,-1,0,5,3,4,0.1716666666666666,38.66666666666666,2.5,4,0,0.19,逃げ
20250810,15,9R,3,3,3,54,0.19,0.17,0,0,24,1,5,5,4.1,25.0,45.8,1,2,0.03,14,0,6,6,5,0.1716666666666666,38.66666666666666,2.5,5,0,0.14,逃げ
20250810,15,9R,4,4,2,40,0.16,0.16,0,0,23,3,5,6,13.0,34.7,60.8,3,2,0.0,0,-1,2,4,2,0.1716666666666666,38.66666666666666,2.5,2,0,0.06,逃げ
20250810,15,9R,5,5,3,23,0.17,0.18,0,0,23,3,1,5,13.0,17.3,39.1,3,2,0.01,-17,0,4,1,6,0.1716666666666666,38.66666666666666,2.5,3,0,0.09,逃げ
20250810,15,9R,6,6,2,31,0.15,0.17,0,0,15,1,0,3,6.6,6.6,26.6,1,3,-0.01,-9,-1,1,2,3,0.1716666666666666,38.66666666666666,2.5,6,0,0.09,逃げ
